sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Umbria,2021-09-27,3.0,20.0,68.0,6.0,-8.0,1.0
Umbria,2021-09-28,5.0,19.0,84.0,5.0,-10.0,0.0
Umbria,2021-09-29,3.0,15.0,73.0,5.0,-12.0,0.0
Umbria,2021-09-30,1.0,16.0,63.0,3.0,-9.0,0.0
Umbria,2021-10-01,4.0,21.0,82.0,11.0,-9.0,-2.0
Umbria,2021-10-02,1.0,12.0,125.0,7.0,-9.0,-2.0
Umbria,2021-10-03,-1.0,0.0,100.0,28.0,2.0,-2.0
Umbria,2021-10-04,2.0,16.0,82.0,3.0,-8.0,0.0
Umbria,2021-10-05,0.0,18.0,62.0,1.0,-11.0,1.0
Umbria,2021-10-06,-6.0,12.0,18.0,-6.0,-11.0,3.0
Umbria,2021-10-07,-8.0,12.0,7.0,-10.0,-11.0,3.0
Umbria,2021-10-08,-1.0,18.0,51.0,5.0,-9.0,0.0
Umbria,2021-10-09,-2.0,12.0,90.0,1.0,-9.0,-1.0
Umbria,2021-10-10,-7.0,1.0,50.0,27.0,-2.0,2.0
Umbria,2021-10-11,-3.0,15.0,37.0,-4.0,-7.0,2.0
Umbria,2021-10-12,0.0,18.0,64.0,-2.0,-8.0,1.0
Umbria,2021-10-13,-1.0,15.0,45.0,-2.0,-9.0,1.0
Umbria,2021-10-14,-4.0,18.0,40.0,-5.0,-10.0,1.0
Umbria,2021-10-15,0.0,21.0,63.0,6.0,-8.0,0.0
Umbria,2021-10-16,-1.0,13.0,121.0,7.0,-8.0,-1.0
Umbria,2021-10-17,-5.0,3.0,100.0,17.0,0.0,0.0
Umbria,2021-10-18,-1.0,19.0,61.0,0.0,-7.0,1.0
Umbria,2021-10-19,0.0,18.0,63.0,-3.0,-9.0,1.0
Umbria,2021-10-20,-1.0,17.0,52.0,-3.0,-9.0,1.0
Umbria,2021-10-21,-4.0,17.0,40.0,-6.0,-9.0,1.0
Umbria,2021-10-22,-4.0,21.0,31.0,0.0,-8.0,1.0
Umbria,2021-10-23,-1.0,15.0,103.0,-4.0,-8.0,0.0
Umbria,2021-10-24,-7.0,3.0,69.0,12.0,-3.0,1.0
Umbria,2021-10-25,-4.0,18.0,47.0,-3.0,-6.0,1.0
Umbria,2021-10-26,-2.0,21.0,36.0,-5.0,-8.0,1.0
Umbria,2021-10-27,-1.0,17.0,37.0,-4.0,-8.0,1.0
Umbria,2021-10-28,-1.0,20.0,42.0,-2.0,-8.0,0.0
Umbria,2021-10-29,3.0,25.0,59.0,18.0,-7.0,-1.0
Umbria,2021-10-30,5.0,22.0,159.0,28.0,-10.0,-3.0
Umbria,2021-10-31,15.0,27.0,153.0,21.0,2.0,-2.0
Umbria,2021-11-01,-2.0,-18.0,156.0,9.0,-74.0,15.0
Umbria,2021-11-02,1.0,28.0,66.0,7.0,-20.0,2.0
Umbria,2021-11-03,-8.0,18.0,2.0,-6.0,-8.0,3.0
Umbria,2021-11-04,-6.0,23.0,24.0,-9.0,-7.0,2.0
Umbria,2021-11-05,-5.0,20.0,28.0,-5.0,-6.0,1.0
Umbria,2021-11-06,-9.0,14.0,39.0,-9.0,-7.0,1.0
Umbria,2021-11-07,-10.0,7.0,46.0,2.0,-2.0,2.0
Umbria,2021-11-08,-9.0,14.0,12.0,-11.0,-5.0,3.0
Umbria,2021-11-09,-5.0,18.0,24.0,-10.0,-7.0,2.0
Umbria,2021-11-10,-4.0,16.0,21.0,-6.0,-8.0,2.0
Umbria,2021-11-11,-5.0,17.0,29.0,-7.0,-8.0,1.0
Umbria,2021-11-12,-4.0,19.0,31.0,-3.0,-6.0,1.0
Umbria,2021-11-13,-7.0,13.0,52.0,-9.0,-9.0,1.0
Umbria,2021-11-14,-11.0,2.0,24.0,2.0,-4.0,2.0
Umbria,2021-11-15,-5.0,17.0,27.0,-7.0,-5.0,2.0
Umbria,2021-11-16,-7.0,16.0,-1.0,-15.0,-8.0,3.0
Umbria,2021-11-17,-4.0,17.0,18.0,-8.0,-7.0,2.0
Umbria,2021-11-18,-6.0,15.0,17.0,-11.0,-7.0,2.0
Umbria,2021-11-19,-3.0,19.0,33.0,-2.0,-6.0,1.0
Umbria,2021-11-20,-5.0,12.0,64.0,-6.0,-8.0,0.0
Umbria,2021-11-21,-9.0,3.0,37.0,4.0,-5.0,1.0
Umbria,2021-11-22,-7.0,17.0,11.0,-12.0,-5.0,3.0
Umbria,2021-11-23,-6.0,18.0,16.0,-13.0,-7.0,2.0
Umbria,2021-11-24,-5.0,17.0,18.0,-9.0,-8.0,2.0
Umbria,2021-11-25,-8.0,17.0,-1.0,-14.0,-8.0,3.0
Umbria,2021-11-26,-6.0,19.0,-2.0,-8.0,-7.0,2.0
Umbria,2021-11-27,-6.0,17.0,23.0,-12.0,-7.0,1.0
Umbria,2021-11-28,-15.0,6.0,-20.0,-8.0,-4.0,4.0
Umbria,2021-11-29,-9.0,14.0,-2.0,-16.0,-7.0,4.0
Umbria,2021-11-30,-4.0,20.0,23.0,-12.0,-7.0,2.0
Umbria,2021-12-01,-4.0,21.0,8.0,-9.0,-7.0,3.0
Umbria,2021-12-02,-10.0,17.0,-13.0,-19.0,-7.0,4.0
Umbria,2021-12-03,-3.0,23.0,18.0,-7.0,-5.0,1.0
Umbria,2021-12-04,-7.0,15.0,42.0,-11.0,-7.0,1.0
Umbria,2021-12-05,-9.0,10.0,30.0,-4.0,-1.0,3.0
Umbria,2021-12-06,-1.0,24.0,41.0,-13.0,-6.0,2.0
Umbria,2021-12-07,10.0,32.0,64.0,-6.0,-7.0,0.0
Umbria,2021-12-08,-16.0,-19.0,26.0,-27.0,-73.0,20.0
Umbria,2021-12-09,-6.0,26.0,6.0,-16.0,-7.0,3.0
Umbria,2021-12-10,-6.0,23.0,9.0,-13.0,-6.0,3.0
Umbria,2021-12-11,-9.0,17.0,28.0,-21.0,-5.0,3.0
Umbria,2021-12-12,-5.0,11.0,50.0,-3.0,7.0,2.0
Umbria,2021-12-13,0.0,25.0,25.0,-11.0,-3.0,2.0
Umbria,2021-12-14,1.0,25.0,31.0,-13.0,-4.0,2.0
Umbria,2021-12-15,3.0,25.0,22.0,-9.0,-5.0,1.0
Umbria,2021-12-16,2.0,26.0,18.0,-10.0,-7.0,1.0
Umbria,2021-12-17,1.0,28.0,24.0,-8.0,-4.0,0.0
Umbria,2021-12-18,-2.0,21.0,48.0,-12.0,-4.0,0.0
Umbria,2021-12-19,0.0,28.0,40.0,-2.0,12.0,1.0
Umbria,2021-12-20,9.0,35.0,16.0,-13.0,-4.0,1.0
Umbria,2021-12-21,12.0,41.0,23.0,-10.0,-7.0,1.0
Umbria,2021-12-22,12.0,47.0,19.0,2.0,-9.0,2.0
Umbria,2021-12-23,12.0,65.0,12.0,6.0,-23.0,4.0
Umbria,2021-12-24,-6.0,63.0,10.0,-2.0,-54.0,13.0
Umbria,2021-12-25,-73.0,-83.0,-24.0,-44.0,-70.0,14.0
Umbria,2021-12-26,-53.0,-59.0,-25.0,-20.0,-28.0,10.0
Umbria,2021-12-27,-3.0,36.0,45.0,-11.0,-34.0,11.0
Umbria,2021-12-28,-8.0,32.0,46.0,-15.0,-34.0,11.0
Umbria,2021-12-29,-6.0,36.0,63.0,-10.0,-35.0,12.0
Umbria,2021-12-30,-4.0,52.0,83.0,-5.0,-38.0,11.0
Umbria,2021-12-31,-14.0,48.0,118.0,-16.0,-56.0,15.0
Veneto,2021-01-01,-91.0,-94.0,-71.0,-87.0,-89.0,38.0
Veneto,2021-01-02,-76.0,-41.0,-71.0,-75.0,-56.0,24.0
Veneto,2021-01-03,-77.0,-52.0,-53.0,-64.0,-31.0,17.0
Veneto,2021-01-04,-32.0,16.0,-20.0,-52.0,-49.0,18.0
Veneto,2021-01-05,-57.0,-2.0,-48.0,-64.0,-54.0,24.0
Veneto,2021-01-06,-78.0,-62.0,-48.0,-75.0,-83.0,35.0
Veneto,2021-01-07,-26.0,1.0,-22.0,-46.0,-27.0,13.0
Veneto,2021-01-08,-26.0,4.0,-10.0,-44.0,-27.0,13.0
Veneto,2021-01-09,-59.0,-21.0,-44.0,-57.0,-30.0,17.0
Veneto,2021-01-10,-76.0,-50.0,-62.0,-64.0,-29.0,17.0
Veneto,2021-01-11,-42.0,-9.0,-24.0,-47.0,-22.0,12.0
Veneto,2021-01-12,-42.0,-8.0,-25.0,-46.0,-23.0,13.0
Veneto,2021-01-13,-44.0,-10.0,-26.0,-46.0,-23.0,12.0
Veneto,2021-01-14,-45.0,-12.0,-26.0,-49.0,-26.0,12.0
Veneto,2021-01-15,-48.0,-11.0,-38.0,-51.0,-27.0,13.0
Veneto,2021-01-16,-57.0,-21.0,-37.0,-56.0,-31.0,14.0
Veneto,2021-01-17,-75.0,-49.0,-59.0,-65.0,-32.0,15.0
Veneto,2021-01-18,-45.0,-18.0,-27.0,-50.0,-27.0,10.0
Veneto,2021-01-19,-44.0,-17.0,-26.0,-49.0,-27.0,11.0
Veneto,2021-01-20,-46.0,-16.0,-41.0,-50.0,-26.0,12.0
Veneto,2021-01-21,-46.0,-14.0,-40.0,-50.0,-26.0,12.0
Veneto,2021-01-22,-50.0,-15.0,-52.0,-54.0,-26.0,14.0
Veneto,2021-01-23,-57.0,-20.0,-57.0,-60.0,-30.0,15.0
Veneto,2021-01-24,-69.0,-43.0,-45.0,-58.0,-28.0,14.0
Veneto,2021-01-25,-43.0,-16.0,-30.0,-49.0,-25.0,10.0
Veneto,2021-01-26,-40.0,-13.0,-9.0,-45.0,-25.0,10.0
Veneto,2021-01-27,-43.0,-15.0,-31.0,-47.0,-24.0,11.0
Veneto,2021-01-28,-42.0,-11.0,-28.0,-46.0,-24.0,11.0
Veneto,2021-01-29,-44.0,-8.0,-33.0,-49.0,-24.0,12.0
Veneto,2021-01-30,-51.0,-16.0,-31.0,-53.0,-26.0,13.0
Veneto,2021-01-31,-70.0,-42.0,-60.0,-62.0,-26.0,15.0
Veneto,2021-02-01,-25.0,-12.0,-10.0,-38.0,-21.0,7.0
Veneto,2021-02-02,-24.0,-10.0,-3.0,-37.0,-22.0,7.0
Veneto,2021-02-03,-30.0,-14.0,-32.0,-40.0,-21.0,8.0
Veneto,2021-02-04,-29.0,-9.0,-21.0,-39.0,-21.0,8.0
Veneto,2021-02-05,-31.0,-7.0,-21.0,-39.0,-21.0,9.0
Veneto,2021-02-06,-34.0,-13.0,-9.0,-39.0,-21.0,7.0
Veneto,2021-02-07,-51.0,-37.0,-53.0,-56.0,-20.0,10.0
Veneto,2021-02-08,-26.0,-13.0,-6.0,-37.0,-21.0,7.0
Veneto,2021-02-09,-24.0,-9.0,-6.0,-36.0,-21.0,7.0
Veneto,2021-02-10,-29.0,-11.0,-35.0,-41.0,-20.0,9.0
Veneto,2021-02-11,-25.0,-5.0,-13.0,-38.0,-19.0,7.0
Veneto,2021-02-12,-30.0,-3.0,-30.0,-41.0,-20.0,9.0
Veneto,2021-02-13,-32.0,-9.0,-11.0,-41.0,-21.0,7.0
Veneto,2021-02-14,-33.0,-29.0,23.0,-30.0,-16.0,5.0
Veneto,2021-02-15,-23.0,-10.0,9.0,-41.0,-28.0,8.0
Veneto,2021-02-16,-19.0,-6.0,20.0,-38.0,-28.0,9.0
Veneto,2021-02-17,-25.0,-8.0,3.0,-40.0,-25.0,9.0
Veneto,2021-02-18,-26.0,-4.0,-7.0,-37.0,-18.0,8.0
Veneto,2021-02-19,-29.0,-1.0,-13.0,-38.0,-18.0,9.0
Veneto,2021-02-20,-32.0,-9.0,6.0,-36.0,-17.0,7.0
Veneto,2021-02-21,-38.0,-29.0,16.0,-33.0,-16.0,6.0
Veneto,2021-02-22,-25.0,-9.0,-3.0,-36.0,-18.0,7.0
Veneto,2021-02-23,-23.0,-5.0,3.0,-35.0,-18.0,7.0
Veneto,2021-02-24,-23.0,-7.0,11.0,-33.0,-17.0,7.0
Veneto,2021-02-25,-22.0,-4.0,16.0,-33.0,-17.0,7.0
Veneto,2021-02-26,-25.0,0.0,10.0,-33.0,-17.0,7.0
Veneto,2021-02-27,-29.0,-8.0,22.0,-31.0,-17.0,6.0
Veneto,2021-02-28,-33.0,-25.0,35.0,-25.0,-15.0,4.0
Veneto,2021-03-01,-22.0,-4.0,11.0,-34.0,-17.0,6.0
Veneto,2021-03-02,-20.0,-2.0,20.0,-33.0,-17.0,7.0
Veneto,2021-03-03,-23.0,-4.0,5.0,-33.0,-17.0,7.0
Veneto,2021-03-04,-23.0,-1.0,-1.0,-35.0,-17.0,7.0
Veneto,2021-03-05,-25.0,4.0,-2.0,-35.0,-17.0,8.0
Veneto,2021-03-06,-29.0,-4.0,3.0,-37.0,-17.0,7.0
Veneto,2021-03-07,-33.0,-24.0,24.0,-31.0,-14.0,5.0
Veneto,2021-03-08,-37.0,-5.0,-5.0,-42.0,-19.0,8.0
Veneto,2021-03-09,-37.0,-5.0,3.0,-38.0,-19.0,9.0
Veneto,2021-03-10,-38.0,-4.0,-4.0,-37.0,-18.0,9.0
Veneto,2021-03-11,-38.0,0.0,-14.0,-40.0,-19.0,10.0
Veneto,2021-03-12,-37.0,9.0,-17.0,-41.0,-19.0,11.0
Veneto,2021-03-13,-43.0,-1.0,-13.0,-46.0,-19.0,11.0
Veneto,2021-03-14,-61.0,-27.0,-41.0,-55.0,-19.0,12.0
Veneto,2021-03-15,-55.0,-23.0,-30.0,-56.0,-29.0,14.0
Veneto,2021-03-16,-51.0,-14.0,-18.0,-53.0,-30.0,15.0
Veneto,2021-03-17,-52.0,-13.0,-22.0,-53.0,-28.0,15.0
Veneto,2021-03-18,-50.0,-8.0,-26.0,-53.0,-28.0,15.0
Veneto,2021-03-19,-50.0,-4.0,-31.0,-54.0,-28.0,16.0
Veneto,2021-03-20,-61.0,-15.0,-46.0,-63.0,-32.0,17.0
Veneto,2021-03-21,-72.0,-41.0,-44.0,-63.0,-30.0,16.0
Veneto,2021-03-22,-46.0,-13.0,-12.0,-52.0,-27.0,13.0
Veneto,2021-03-23,-45.0,-8.0,-7.0,-50.0,-28.0,13.0
Veneto,2021-03-24,-47.0,-9.0,-9.0,-49.0,-27.0,13.0
Veneto,2021-03-25,-46.0,-6.0,-10.0,-49.0,-27.0,14.0
Veneto,2021-03-26,-48.0,-3.0,-16.0,-53.0,-28.0,15.0
Veneto,2021-03-27,-56.0,-10.0,-31.0,-57.0,-29.0,15.0
Veneto,2021-03-28,-68.0,-38.0,-34.0,-59.0,-25.0,14.0
Veneto,2021-03-29,-43.0,-11.0,-3.0,-50.0,-26.0,11.0
Veneto,2021-03-30,-41.0,-5.0,7.0,-47.0,-26.0,12.0
Veneto,2021-03-31,-41.0,-2.0,6.0,-46.0,-26.0,11.0
Veneto,2021-04-01,-38.0,10.0,6.0,-47.0,-28.0,12.0
Veneto,2021-04-02,-41.0,22.0,0.0,-50.0,-34.0,15.0
Veneto,2021-04-03,-53.0,7.0,-33.0,-58.0,-40.0,14.0
Veneto,2021-04-04,-78.0,-85.0,-41.0,-63.0,-27.0,12.0
Veneto,2021-04-05,-70.0,-56.0,17.0,-67.0,-85.0,25.0
Veneto,2021-04-06,-38.0,-6.0,-32.0,-50.0,-29.0,13.0
Veneto,2021-04-07,-35.0,-2.0,-11.0,-38.0,-18.0,9.0
Veneto,2021-04-08,-33.0,1.0,2.0,-38.0,-17.0,9.0
Veneto,2021-04-09,-36.0,4.0,-5.0,-39.0,-17.0,10.0
Veneto,2021-04-10,-43.0,-4.0,-9.0,-44.0,-18.0,10.0
Veneto,2021-04-11,-70.0,-35.0,-72.0,-65.0,-28.0,16.0
Veneto,2021-04-12,-38.0,-9.0,-38.0,-44.0,-18.0,10.0
Veneto,2021-04-13,-32.0,0.0,-19.0,-40.0,-18.0,10.0
Veneto,2021-04-14,-31.0,0.0,5.0,-34.0,-16.0,8.0
Veneto,2021-04-15,-32.0,2.0,-6.0,-37.0,-16.0,9.0
Veneto,2021-04-16,-33.0,5.0,6.0,-36.0,-16.0,9.0
Veneto,2021-04-17,-40.0,-3.0,2.0,-41.0,-16.0,9.0
Veneto,2021-04-18,-58.0,-27.0,-21.0,-48.0,-21.0,11.0
Veneto,2021-04-19,-31.0,-4.0,4.0,-37.0,-16.0,7.0
Veneto,2021-04-20,-27.0,0.0,23.0,-33.0,-16.0,7.0
Veneto,2021-04-21,-31.0,-2.0,3.0,-33.0,-15.0,8.0
Veneto,2021-04-22,-29.0,2.0,9.0,-34.0,-14.0,8.0
Veneto,2021-04-23,-32.0,6.0,9.0,-35.0,-15.0,8.0
Veneto,2021-04-24,-38.0,-1.0,13.0,-37.0,-14.0,8.0
Veneto,2021-04-25,-52.0,-27.0,10.0,-39.0,-18.0,8.0
Veneto,2021-04-26,-20.0,-1.0,2.0,-33.0,-14.0,6.0
Veneto,2021-04-27,-18.0,3.0,7.0,-32.0,-15.0,7.0
Veneto,2021-04-28,-17.0,1.0,27.0,-26.0,-12.0,5.0
Veneto,2021-04-29,-22.0,6.0,-12.0,-31.0,-13.0,7.0
Veneto,2021-04-30,-19.0,20.0,14.0,-28.0,-14.0,6.0
Veneto,2021-05-01,-43.0,-40.0,29.0,-41.0,-53.0,10.0
Veneto,2021-05-02,-34.0,-12.0,20.0,-31.0,-16.0,5.0
Veneto,2021-05-03,-14.0,7.0,32.0,-26.0,-13.0,4.0
Veneto,2021-05-04,-12.0,6.0,40.0,-25.0,-12.0,5.0
Veneto,2021-05-05,-16.0,4.0,23.0,-25.0,-12.0,4.0
Veneto,2021-05-06,-16.0,6.0,16.0,-28.0,-12.0,5.0
Veneto,2021-05-07,-17.0,7.0,21.0,-25.0,-12.0,5.0
Veneto,2021-05-08,-17.0,-1.0,53.0,-17.0,-11.0,2.0
Veneto,2021-05-09,-21.0,-20.0,66.0,-10.0,-10.0,0.0
Veneto,2021-05-10,-15.0,1.0,34.0,-25.0,-12.0,4.0
Veneto,2021-05-11,-19.0,4.0,-12.0,-30.0,-13.0,7.0
Veneto,2021-05-12,-17.0,6.0,-2.0,-29.0,-12.0,6.0
Veneto,2021-05-13,-17.0,4.0,1.0,-27.0,-12.0,6.0
Veneto,2021-05-14,-20.0,7.0,-1.0,-27.0,-12.0,7.0
Veneto,2021-05-15,-18.0,0.0,32.0,-22.0,-10.0,4.0
Veneto,2021-05-16,-30.0,-18.0,14.0,-24.0,-11.0,4.0
Veneto,2021-05-17,-13.0,3.0,27.0,-24.0,-10.0,4.0
Veneto,2021-05-18,-9.0,5.0,43.0,-22.0,-10.0,4.0
Veneto,2021-05-19,-15.0,3.0,8.0,-25.0,-10.0,5.0
Veneto,2021-05-20,-7.0,8.0,49.0,-24.0,-9.0,3.0
Veneto,2021-05-21,-10.0,9.0,48.0,-21.0,-11.0,4.0
Veneto,2021-05-22,-13.0,2.0,40.0,-18.0,-6.0,3.0
Veneto,2021-05-23,-14.0,-14.0,68.0,-10.0,-4.0,1.0
Veneto,2021-05-24,-24.0,-5.0,-19.0,-33.0,-12.0,7.0
Veneto,2021-05-25,-7.0,10.0,48.0,-23.0,-9.0,4.0
Veneto,2021-05-26,-7.0,5.0,54.0,-20.0,-8.0,3.0
Veneto,2021-05-27,-8.0,7.0,45.0,-22.0,-8.0,4.0
Veneto,2021-05-28,-7.0,11.0,65.0,-16.0,-8.0,2.0
Veneto,2021-05-29,-11.0,2.0,65.0,-9.0,-4.0,1.0
Veneto,2021-05-30,-11.0,-10.0,90.0,-4.0,-1.0,-1.0
Veneto,2021-05-31,-3.0,10.0,82.0,-17.0,-10.0,2.0
Veneto,2021-06-01,10.0,26.0,109.0,-17.0,-12.0,0.0
Veneto,2021-06-02,-2.0,-21.0,228.0,-22.0,-79.0,12.0
Veneto,2021-06-03,0.0,19.0,84.0,-14.0,-9.0,2.0
Veneto,2021-06-04,-2.0,15.0,88.0,-14.0,-9.0,2.0
Veneto,2021-06-05,-7.0,1.0,78.0,-8.0,-3.0,-1.0
Veneto,2021-06-06,-17.0,-7.0,29.0,-16.0,0.0,2.0
Veneto,2021-06-07,-5.0,7.0,43.0,-26.0,-15.0,4.0
Veneto,2021-06-08,2.0,11.0,75.0,-24.0,-15.0,3.0
Veneto,2021-06-09,0.0,9.0,67.0,-23.0,-14.0,2.0
Veneto,2021-06-10,1.0,13.0,64.0,-24.0,-14.0,2.0
Veneto,2021-06-11,-4.0,13.0,61.0,-23.0,-16.0,2.0
Veneto,2021-06-12,-8.0,-2.0,78.0,-13.0,-14.0,-2.0
Veneto,2021-06-13,-12.0,-9.0,68.0,-3.0,0.0,-4.0
Veneto,2021-06-14,-2.0,8.0,75.0,-23.0,-16.0,1.0
Veneto,2021-06-15,2.0,11.0,84.0,-23.0,-17.0,2.0
Veneto,2021-06-16,0.0,9.0,72.0,-23.0,-16.0,1.0
Veneto,2021-06-17,-1.0,10.0,73.0,-24.0,-16.0,1.0
Veneto,2021-06-18,-3.0,10.0,82.0,-22.0,-17.0,1.0
Veneto,2021-06-19,-10.0,-4.0,80.0,-13.0,-16.0,-3.0
Veneto,2021-06-20,-17.0,-10.0,56.0,-9.0,-2.0,-4.0
Veneto,2021-06-21,-3.0,6.0,80.0,-25.0,-18.0,1.0
Veneto,2021-06-22,2.0,10.0,90.0,-24.0,-18.0,1.0
Veneto,2021-06-23,-2.0,6.0,77.0,-23.0,-17.0,1.0
Veneto,2021-06-24,1.0,9.0,84.0,-22.0,-17.0,1.0
Veneto,2021-06-25,-1.0,10.0,94.0,-18.0,-18.0,0.0
Veneto,2021-06-26,-11.0,-3.0,82.0,-11.0,-15.0,-3.0
Veneto,2021-06-27,-14.0,-9.0,70.0,-1.0,2.0,-5.0
Veneto,2021-06-28,0.0,8.0,91.0,-21.0,-19.0,0.0
Veneto,2021-06-29,0.0,8.0,89.0,-23.0,-20.0,1.0
Veneto,2021-06-30,0.0,7.0,85.0,-21.0,-17.0,-1.0
Veneto,2021-07-01,2.0,11.0,86.0,-20.0,-18.0,1.0
Veneto,2021-07-02,-4.0,11.0,87.0,-19.0,-18.0,1.0
Veneto,2021-07-03,-9.0,-4.0,78.0,-11.0,-16.0,-3.0
Veneto,2021-07-04,-16.0,-1.0,29.0,-9.0,3.0,0.0
Veneto,2021-07-05,4.0,9.0,113.0,-16.0,-18.0,0.0
Veneto,2021-07-06,4.0,12.0,110.0,-20.0,-18.0,0.0
Veneto,2021-07-07,0.0,6.0,101.0,-19.0,-18.0,1.0
Veneto,2021-07-08,-3.0,8.0,79.0,-21.0,-18.0,2.0
Veneto,2021-07-09,1.0,10.0,109.0,-15.0,-18.0,0.0
Veneto,2021-07-10,-7.0,-2.0,97.0,-2.0,-15.0,-4.0
Veneto,2021-07-11,-13.0,0.0,67.0,4.0,8.0,-5.0
Veneto,2021-07-12,1.0,5.0,120.0,-15.0,-20.0,0.0
Veneto,2021-07-13,1.0,11.0,88.0,-21.0,-20.0,3.0
Veneto,2021-07-14,7.0,12.0,111.0,-14.0,-18.0,1.0
Veneto,2021-07-15,8.0,13.0,113.0,-14.0,-18.0,1.0
Veneto,2021-07-16,2.0,13.0,95.0,-14.0,-19.0,1.0
Veneto,2021-07-17,-2.0,3.0,99.0,5.0,-14.0,-3.0
Veneto,2021-07-18,-6.0,-3.0,83.0,11.0,8.0,-4.0
Veneto,2021-07-19,4.0,10.0,123.0,-15.0,-20.0,0.0
Veneto,2021-07-20,8.0,14.0,136.0,-16.0,-20.0,1.0
Veneto,2021-07-21,6.0,10.0,125.0,-15.0,-18.0,0.0
Veneto,2021-07-22,5.0,13.0,113.0,-16.0,-18.0,1.0
Veneto,2021-07-23,2.0,12.0,116.0,-15.0,-19.0,0.0
Veneto,2021-07-24,-6.0,-1.0,104.0,-1.0,-13.0,-4.0
Veneto,2021-07-25,-9.0,-2.0,76.0,5.0,10.0,-4.0
Veneto,2021-07-26,1.0,9.0,112.0,-19.0,-19.0,2.0
Veneto,2021-07-27,4.0,13.0,110.0,-17.0,-19.0,3.0
Veneto,2021-07-28,6.0,12.0,122.0,-13.0,-17.0,1.0
Veneto,2021-07-29,9.0,13.0,131.0,-15.0,-18.0,0.0
Veneto,2021-07-30,3.0,12.0,118.0,-14.0,-18.0,0.0
Veneto,2021-07-31,-7.0,-2.0,89.0,0.0,-14.0,-3.0
Veneto,2021-08-01,-11.0,2.0,50.0,2.0,9.0,0.0
Veneto,2021-08-02,9.0,14.0,145.0,-12.0,-24.0,2.0
Veneto,2021-08-03,14.0,18.0,165.0,-11.0,-24.0,2.0
Veneto,2021-08-04,9.0,16.0,134.0,-13.0,-23.0,3.0
Veneto,2021-08-05,13.0,17.0,151.0,-13.0,-24.0,2.0
Veneto,2021-08-06,3.0,16.0,137.0,-13.0,-26.0,2.0
Veneto,2021-08-07,-8.0,1.0,105.0,2.0,-22.0,-3.0
Veneto,2021-08-08,-10.0,-2.0,93.0,7.0,10.0,-3.0
Veneto,2021-08-09,9.0,18.0,197.0,-12.0,-47.0,4.0
Veneto,2021-08-10,12.0,20.0,216.0,-13.0,-48.0,5.0
Veneto,2021-08-11,7.0,15.0,193.0,-13.0,-49.0,5.0
Veneto,2021-08-12,6.0,16.0,186.0,-15.0,-50.0,5.0
Veneto,2021-08-13,-4.0,16.0,157.0,-17.0,-52.0,7.0
Veneto,2021-08-14,-17.0,0.0,102.0,-5.0,-34.0,-2.0
Veneto,2021-08-15,-25.0,-30.0,87.0,1.0,-1.0,-6.0
Veneto,2021-08-16,1.0,14.0,183.0,-13.0,-59.0,7.0
Veneto,2021-08-17,11.0,19.0,230.0,-11.0,-56.0,7.0
Veneto,2021-08-18,7.0,15.0,217.0,-10.0,-54.0,6.0
Veneto,2021-08-19,7.0,15.0,208.0,-13.0,-53.0,6.0
Veneto,2021-08-20,-1.0,12.0,179.0,-14.0,-53.0,7.0
Veneto,2021-08-21,-11.0,-6.0,119.0,2.0,-30.0,-3.0
Veneto,2021-08-22,-11.0,-5.0,88.0,9.0,14.0,-4.0
Veneto,2021-08-23,9.0,21.0,160.0,-14.0,-36.0,5.0
Veneto,2021-08-24,11.0,16.0,177.0,-14.0,-34.0,5.0
Veneto,2021-08-25,10.0,15.0,171.0,-10.0,-32.0,4.0
Veneto,2021-08-26,9.0,15.0,164.0,-12.0,-31.0,4.0
Veneto,2021-08-27,4.0,18.0,140.0,-11.0,-31.0,5.0
Veneto,2021-08-28,-3.0,3.0,102.0,4.0,-20.0,0.0
Veneto,2021-08-29,-4.0,-2.0,103.0,16.0,17.0,-3.0
Veneto,2021-08-30,3.0,12.0,126.0,-13.0,-21.0,3.0
Veneto,2021-08-31,11.0,20.0,143.0,-12.0,-21.0,4.0
Veneto,2021-09-01,9.0,16.0,140.0,-10.0,-19.0,2.0
Veneto,2021-09-02,9.0,18.0,135.0,-12.0,-18.0,2.0
Veneto,2021-09-03,4.0,16.0,132.0,-8.0,-18.0,1.0
Veneto,2021-09-04,0.0,3.0,119.0,7.0,-13.0,-3.0
Veneto,2021-09-05,-1.0,-1.0,113.0,22.0,16.0,-5.0
Veneto,2021-09-06,8.0,16.0,143.0,-8.0,-18.0,1.0
Veneto,2021-09-07,13.0,19.0,157.0,-9.0,-19.0,2.0
Veneto,2021-09-08,11.0,14.0,150.0,-6.0,-24.0,2.0
Veneto,2021-09-09,11.0,18.0,134.0,-7.0,-17.0,1.0
Veneto,2021-09-10,6.0,17.0,126.0,-5.0,-18.0,1.0
Veneto,2021-09-11,1.0,5.0,112.0,8.0,-11.0,-3.0
Veneto,2021-09-12,-1.0,2.0,96.0,19.0,16.0,-4.0
Veneto,2021-09-13,10.0,18.0,117.0,2.0,-18.0,0.0
Veneto,2021-09-14,11.0,19.0,119.0,1.0,-18.0,1.0
